AF3_THETA,AF3_ALPHA,AF3_LOW_BETA,AF3_HIGH_BETA,AF3_GAMMA,T7_THETA,T7_ALPHA,T7_LOW_BETA,T7_HIGH_BETA,T7_GAMMA,Pz_THETA,Pz_ALPHA,Pz_LOW_BETA,Pz_HIGH_BETA,Pz_GAMMA,T8_THETA,T8_ALPHA,T8_LOW_BETA,T8_HIGH_BETA,T8_GAMMA,AF4_THETA,AF4_ALPHA,AF4_LOW_BETA,AF4_HIGH_BETA,AF4_GAMMA,Label
18.10805,12.443619,3.570464,7.196473,9.064039,0.296077,0.147687,0.622335,0.488004,1.22848,1.384284,82.577604,0.97611,7.785145,2.834463,6.658284,6.893432,4.166053,3.840717,6.60785,17.6061,3.086304,3.32562,1.867154,5.746619,3
26.906298,14.21,3.486216,7.56753,10.704175,0.316847,0.127805,0.48937,0.483074,1.232634,1.068295,83.178371,1.031147,8.249204,2.958508,5.96552,5.927849,3.327776,3.463908,6.785834,27.221545,3.472909,3.423982,1.667668,6.047574,3
37.75016,15.826639,3.741164,8.116059,12.605751,0.364578,0.127748,0.376868,0.499445,1.239636,0.931039,82.081883,1.020385,8.459263,3.01716,5.545667,5.446696,2.994149,3.02719,6.573406,37.224803,4.512137,3.737967,1.569765,6.36127,3
46.81958,16.597957,4.203923,8.467488,14.352495,0.425141,0.153576,0.301012,0.529116,1.270971,1.004988,79.721354,0.961377,8.372822,3.027054,5.47058,5.125384,3.07868,2.682182,5.958602,44.50678,5.843108,4.095379,1.601733,6.555764,3
50.461386,15.978117,4.709335,8.350923,15.663595,0.497477,0.202135,0.260639,0.565482,1.339395,1.264439,76.769017,0.89276,8.002788,3.004684,5.55725,4.767917,3.352348,2.553708,5.092194,46.492526,7.107574,4.310964,1.782244,6.539353,3
47.19286,13.963679,5.109018,7.62816,16.350409,0.575405,0.263067,0.24156,0.603541,1.437637,1.628502,73.918139,0.792364,7.448882,2.967164,5.654547,4.495692,3.621103,2.649203,4.200846,42.373649,8.074777,4.274068,2.080059,6.303988,3
38.340834,11.071869,5.33967,6.520616,16.359225,0.661647,0.321505,0.22223,0.641343,1.545165,1.935913,71.811802,0.641711,6.883463,2.933491,5.755295,4.6094,3.797021,2.903408,3.503407,33.536884,8.655253,4.01406,2.463359,5.933333,3
26.847906,8.022917,5.392549,5.457946,15.776632,0.748763,0.368444,0.197142,0.681811,1.643165,2.0928,70.988026,0.507828,6.495535,2.922526,5.893544,5.374769,3.899274,3.210744,3.134551,22.871813,8.937787,3.670402,2.882262,5.568878,3
16.320863,5.593023,5.268665,4.801958,14.830562,0.829127,0.41066,0.185643,0.725339,1.722789,2.11818,71.653139,0.443341,6.410103,2.947106,6.127085,6.807582,3.97174,3.461926,3.141308,13.439777,9.049749,3.376472,3.270736,5.334515,3
8.980373,4.223684,5.00082,4.661097,13.822021,0.886459,0.464224,0.21151,0.767965,1.783198,2.026269,73.539325,0.419374,6.63257,3.010316,6.438137,8.568977,3.979884,3.569801,3.510668,7.067692,9.011562,3.162508,3.573278,5.311575,3
5.333868,3.783644,4.614115,4.82639,13.039907,0.905462,0.54235,0.292553,0.799336,1.828754,1.846966,75.992433,0.401432,7.05935,3.10386,6.781858,10.094872,3.845883,3.489129,4.169647,3.951802,8.795128,2.985548,3.739793,5.51401,3
4.138985,3.963648,4.193491,5.061054,12.736976,0.880642,0.658838,0.424395,0.812491,1.864101,1.681065,78.318987,0.421426,7.541167,3.209938,7.047792,10.997588,3.506118,3.260231,4.982659,2.982805,8.398947,2.749151,3.778248,5.907652,3
3.747889,4.490314,3.814579,5.229884,13.171089,0.835397,0.81133,0.580988,0.800632,1.885141,1.641338,80.046874,0.526872,7.940019,3.309555,7.076788,11.1889,2.986286,2.945397,5.8011,2.831332,7.890849,2.402363,3.693573,6.420976,3
3.511479,5.384544,3.5831,5.35376,14.618439,0.804195,0.975035,0.719232,0.762292,1.881993,1.806259,80.911399,0.700576,8.166268,3.387455,6.856147,10.973456,2.420322,2.641975,6.563069,3.049037,7.344373,2.041227,3.533077,6.965445,3
3.81971,6.760987,3.599657,5.582987,17.171424,0.831205,1.117619,0.804296,0.70521,1.84811,2.177369,80.956921,0.889168,8.197278,3.435252,6.515214,10.781603,2.002166,2.454974,7.278413,3.778922,6.887628,1.799493,3.379913,7.431657,3
4.990435,8.699269,3.902494,5.978574,20.504124,0.923425,1.202302,0.821565,0.635079,1.779117,2.650472,80.557566,1.062765,8.058477,3.448114,6.267009,10.799641,1.902143,2.462972,7.962716,4.927866,6.611385,1.77775,3.262142,7.720789,3
7.044434,11.110298,4.436386,6.461778,23.868925,1.067206,1.215091,0.783601,0.565036,1.677295,3.116172,80.221234,1.221498,7.816626,3.441977,6.203215,10.904817,2.187899,2.705486,8.59375,6.306384,6.552662,2.033029,3.202982,7.819593,3
9.778029,13.788645,5.070812,6.844317,26.340094,1.217261,1.175151,0.717628,0.504407,1.550299,3.462817,80.430878,1.354231,7.583302,3.450307,6.299624,10.801,2.790487,3.12838,9.091314,7.582273,6.742893,2.543225,3.183267,7.79184,3
12.799993,16.379885,5.637214,6.958956,27.192246,1.317224,1.119755,0.648811,0.454382,1.414621,3.567579,81.520352,1.402915,7.4731,3.506107,6.332095,10.263193,3.522682,3.633268,9.353932,8.464425,7.252689,3.162532,3.157066,7.734205,3
15.462841,18.544437,6.268547,6.860066,26.268669,1.329942,1.084231,0.591836,0.421983,1.295776,3.443493,83.512649,1.382387,7.565779,3.615315,6.122612,9.361701,4.223961,4.102422,9.2964,8.799414,8.050781,3.7006,3.089375,7.703721,3
17.196909,19.987549,7.456101,6.871927,24.045077,1.24976,1.091106,0.551397,0.410444,1.224863,3.185666,86.094769,1.399929,7.870945,3.738304,5.619173,8.367651,4.868209,4.444219,8.90083,8.625909,8.922648,3.981043,2.968855,7.703606,3
17.673597,20.538328,9.549384,7.473059,21.369347,1.105463,1.142021,0.528568,0.419748,1.228486,2.854067,88.625105,1.450232,8.300956,3.800244,4.924286,7.613605,5.553534,4.622178,8.23231,8.082587,9.546364,3.966895,2.82023,7.691013,3
16.85434,20.117207,12.361314,8.948293,19.04318,0.947002,1.216449,0.520023,0.44954,1.314056,2.507404,90.271924,1.464637,8.713877,3.737216,4.230315,7.232983,6.360241,4.632283,7.417326,7.28841,9.600401,3.762431,2.68752,7.597999,3
15.186659,18.794171,15.121303,11.136865,17.500607,0.813814,1.287055,0.515358,0.488009,1.461564,2.182481,90.472436,1.490669,8.991457,3.54368,3.745268,7.038363,7.240161,4.527947,6.582413,6.399574,8.962425,3.548768,2.620492,7.365067,3
13.146571,16.773395,16.81157,13.514354,16.711371,0.721477,1.32418,0.502358,0.527851,1.634572,1.891648,89.153451,1.522958,9.088755,3.292815,3.565017,6.674012,7.986329,4.385805,5.810156,5.461342,7.798466,3.454509,2.652807,6.990562,3
11.225695,14.390571,16.664528,15.446318,16.413636,0.667455,1.315134,0.477698,0.57267,1.80603,1.68072,86.643268,1.444309,9.029159,3.092063,3.607312,5.895732,8.310626,4.223609,5.138695,4.541637,6.500026,3.438288,2.774485,6.570159,3
9.872493,12.102016,14.733379,16.597624,16.455135,0.635949,1.26353,0.441028,0.626502,1.96605,1.575007,83.562024,1.271547,8.866668,3.012484,3.719927,4.855321,8.099458,4.037334,4.600673,3.777646,5.509413,3.396816,2.94796,6.225997,3
9.221312,10.331802,11.829094,17.012971,16.96248,0.614006,1.197044,0.410039,0.686618,2.121129,1.580917,80.517044,1.130147,8.624497,3.035294,3.802585,4.070567,7.470792,3.779596,4.228971,3.374506,5.10187,3.235077,3.119344,6.027858,3
9.077361,9.326496,9.209452,16.972945,18.225388,0.610573,1.16283,0.4118,0.73711,2.283918,1.729211,77.831523,1.036529,8.279961,3.065488,3.892548,4.157435,6.711465,3.474723,4.03122,3.403537,5.271716,2.948853,3.266533,5.942488,3
9.198486,9.096627,7.790244,16.796187,20.267062,0.643999,1.205814,0.467627,0.76315,2.456679,1.975175,75.677654,0.99731,7.799776,3.00699,4.091603,5.488668,6.158601,3.216444,3.954592,3.804016,5.75864,2.60377,3.42719,5.889543,3
9.150681,9.402985,7.713348,16.488161,22.582894,0.715906,1.336788,0.570924,0.755423,2.615795,2.20701,74.245519,1.049122,7.206518,2.838402,4.552063,7.924561,6.008969,3.104253,3.912878,4.336555,6.280898,2.305436,3.594686,5.809732,3
8.759201,9.906045,8.316158,15.874188,24.363346,0.821244,1.529877,0.68534,0.718037,2.715634,2.355414,73.712556,1.107569,6.636793,2.635363,5.335066,10.816509,6.155836,3.218432,3.882431,4.763451,6.660811,2.12745,3.737566,5.708312,3
8.1298,10.302285,8.619168,14.699216,24.904588,0.947263,1.725464,0.756695,0.670098,2.714598,2.368276,74.230309,1.070123,6.271006,2.507756,6.295492,13.200405,6.269915,3.521914,3.912774,4.955667,6.823966,2.064284,3.800288,5.628867,3
7.423203,10.294292,8.017501,12.814466,23.929899,1.088683,1.856919,0.750806,0.641461,2.602192,2.240294,75.545974,0.99232,6.203556,2.51769,7.155754,14.227931,6.050032,3.878749,4.079149,4.940833,6.767023,2.020958,3.706808,5.608358,3
6.7775,9.811049,6.671898,10.498823,21.701734,1.234389,1.872871,0.68123,0.666068,2.404433,2.185432,76.564536,1.018391,6.371492,2.642295,7.781302,13.550963,5.329511,4.134438,4.388757,4.835162,6.530209,1.863549,3.467829,5.673554,3
6.30695,9.024368,5.090615,8.192418,18.768219,1.380434,1.771162,0.591922,0.755937,2.161493,2.797973,75.980717,1.397241,6.603375,2.83533,8.162087,11.465895,4.26714,4.15203,4.761126,4.774449,6.234338,1.569627,3.119087,5.821763,3
6.064766,8.22427,3.913875,6.367954,15.693559,1.523538,1.601867,0.526585,0.893805,1.90932,4.650326,73.884155,2.363332,6.705242,3.080414,8.376884,8.779393,3.2985,3.888851,5.046404,4.97266,6.033233,1.316456,2.743037,6.006235,3
6.167899,7.694888,3.66222,5.310172,12.895872,1.632818,1.424024,0.498952,1.034237,1.671689,7.734685,72.761206,3.895428,6.571586,3.38169,8.55454,6.516363,2.923933,3.443405,5.093471,5.737264,5.970447,1.366775,2.442948,6.124724,3
7.08157,7.501074,4.416877,4.903791,10.665259,1.673983,1.274424,0.497875,1.117492,1.459819,11.929079,76.606398,5.616947,6.206408,3.760808,8.816344,5.339216,3.474708,2.992709,4.839797,7.702108,6.059373,1.852045,2.290757,6.09161,3
9.459307,7.598494,5.828516,4.890894,9.231166,1.63689,1.173446,0.499541,1.110105,1.281208,18.729774,87.747908,7.205788,5.755578,4.395922,9.187579,5.380748,4.934676,2.68283,4.370357,11.488328,6.322543,2.696327,2.306559,5.944235,3
13.569877,7.896029,7.399625,5.118426,8.762863,1.537926,1.10994,0.483396,1.011446,1.140775,30.639061,104.210982,8.733709,5.441049,5.56628,9.556669,6.299376,6.967987,2.557271,3.871007,17.004364,6.737237,3.722374,2.418124,5.817388,3
18.849058,8.284977,8.67617,5.64936,9.275119,1.421596,1.04878,0.449391,0.850529,1.037236,48.331751,119.767773,10.487806,5.423595,7.395695,9.726784,7.464647,9.064015,2.554448,3.519944,23.267534,7.260691,4.734289,2.532973,5.826448,3
23.933386,8.621603,9.323833,6.53993,10.582036,1.352867,0.976823,0.421481,0.675353,0.961802,70.47191,126.946504,12.51899,5.677108,9.653953,9.564573,8.311722,10.67792,2.59867,3.391535,28.607894,7.742534,5.553996,2.585662,5.968081,3
27.243249,8.778979,9.189883,7.741218,12.270355,1.372073,0.901238,0.411162,0.526905,0.899117,93.424162,121.060098,14.425069,5.983947,11.756626,9.076326,8.442948,11.411126,2.659545,3.449444,31.239239,7.910163,6.061624,2.541222,6.12643,3
27.702137,8.689633,8.417405,9.149597,13.82076,1.458937,0.837188,0.422039,0.432256,0.833432,112.532196,102.415597,15.730961,6.047626,12.982909,8.356365,7.825529,11.346338,2.847317,3.607807,30.187804,7.600961,6.277688,2.438622,6.15757,3
25.188645,8.432478,7.323097,10.566071,14.826166,1.548238,0.798763,0.45495,0.394808,0.757478,123.946784,75.886815,15.805211,5.66253,12.806366,7.53355,6.695243,10.830252,3.383253,3.800382,25.754174,6.798716,6.307549,2.344979,5.976743,3
20.781967,8.308002,6.324267,11.775689,15.137639,1.565853,0.78148,0.50779,0.398052,0.678596,125.318661,48.717975,14.209937,4.81754,11.153804,6.754738,5.464511,10.241247,4.388246,3.999845,19.421054,5.7068,6.289236,2.325023,5.610201,3
16.127996,8.517439,5.783311,12.719497,14.791196,1.474713,0.768339,0.583846,0.426422,0.61532,118.539974,26.952085,11.118766,3.680535,8.448952,6.14277,4.547485,9.825722,5.743522,4.190539,13.096643,4.657406,6.348923,2.396648,5.178164,3
12.605958,9.139336,5.984709,13.492766,13.903412,1.284662,0.746796,0.692129,0.468898,0.583409,107.851325,13.027257,7.35529,2.503751,5.4343,5.76354,4.297933,9.742488,7.140146,4.341283,8.182672,3.979484,6.59,2.543086,4.828273,3
10.760539,10.073774,6.999262,14.277829,12.615139,1.053909,0.72086,0.838468,0.516516,0.58199,98.986311,5.89748,3.941302,1.536185,2.860196,5.648546,4.871932,10.062532,8.182709,4.40906,5.191673,3.918443,7.070566,2.732302,4.650025,3
10.191744,11.057552,8.64129,15.150287,11.091883,0.843774,0.709238,1.015025,0.561393,0.595889,94.609302,3.017737,1.631951,0.917496,1.1867,5.735316,6.094111,10.702941,8.570859,4.358601,3.79089,4.441625,7.766301,2.908892,4.61783,3
9.963866,11.709026,10.491917,15.941861,9.511618,0.689273,0.730592,1.198445,0.594977,0.606448,94.440136,2.072651,0.593333,0.633988,0.427887,5.878884,7.571452,11.405966,8.230587,4.173046,3.252807,5.277874,8.50973,3.024671,4.598439,3
9.374653,11.726065,12.050922,16.296942,8.065616,0.590593,0.788268,1.356094,0.610982,0.606156,95.971858,1.762737,0.344217,0.55343,0.244979,6.003102,8.80472,11.776869,7.310315,3.875113,3.085923,6.058276,9.000689,3.053102,4.447164,3
8.554243,11.03831,13.048615,15.898939,6.959387,0.531182,0.857821,1.457484,0.607757,0.603933,97.172276,1.694951,0.339839,0.528125,0.249946,6.221614,9.372589,11.548016,6.151652,3.528748,3.206148,6.458753,9.027868,3.053007,4.121198,3
8.073015,9.815896,13.507852,14.672961,6.337762,0.491806,0.896961,1.485362,0.592494,0.621009,97.612849,1.696487,0.37214,0.492515,0.271786,6.598023,9.108148,10.733916,5.118447,3.208077,3.633409,6.346521,8.633214,3.105908,3.712334,3
8.388105,8.445999,13.657693,12.843161,6.232616,0.451915,0.874385,1.435178,0.573794,0.676366,97.598893,1.718288,0.42385,0.442493,0.288173,7.154741,8.178467,9.609222,4.426328,2.950662,4.260426,5.810272,8.080952,3.263141,3.34587,3
9.430367,7.328731,13.718434,10.877891,6.556514,0.415122,0.785309,1.316483,0.560613,0.773323,97.516081,1.694479,0.475175,0.384705,0.293492,7.760464,7.068801,8.559409,4.087952,2.74443,4.893582,5.119261,7.662076,3.50381,3.086542,3
10.776846,6.683041,13.73367,9.285063,7.152804,0.38801,0.654358,1.153497,0.559828,0.898098,97.837748,1.592779,0.507739,0.326936,0.287349,8.231327,6.291812,7.822497,3.972585,2.556168,5.355307,4.527557,7.467182,3.728408,2.919844,3
11.725221,6.490572,13.482876,8.314862,7.849167,0.376402,0.530471,0.979088,0.575156,1.025343,98.5831,1.411208,0.515369,0.275713,0.274463,8.273813,6.141313,7.351436,3.932915,2.379741,5.498724,4.168049,7.340694,3.832501,2.801402,3
11.70362,6.581823,12.728326,7.871002,8.506752,0.382719,0.457543,0.818809,0.60479,1.128472,99.587157,1.158685,0.49733,0.235782,0.261771,7.751746,6.517751,6.928914,3.89299,2.270038,5.249989,3.976182,7.025103,3.751607,2.727547,3
10.519,6.790671,11.395275,7.63755,9.064082,0.405832,0.462097,0.683817,0.637242,1.189341,100.454863,0.893494,0.462483,0.210442,0.253824,6.656841,7.036092,6.305071,3.803544,2.303059,4.665846,3.780676,6.32004,3.484777,2.745652,3
8.433868,7.009766,9.721332,7.341155,9.559095,0.440336,0.556719,0.569162,0.656841,1.201217,101.020509,0.686164,0.425471,0.200826,0.251165,5.213668,7.318659,5.361096,3.621329,2.519971,3.857258,3.452109,5.224051,3.093295,2.916067,3
6.076924,7.307914,8.235837,6.873126,10.062089,0.479627,0.742363,0.47236,0.65514,1.170987,101.157594,0.55486,0.386153,0.205731,0.251181,3.68973,7.19264,4.269224,3.351247,2.896255,3.066954,2.976509,3.951865,2.69977,3.258265,3
3.999112,7.819733,7.386488,6.295589,10.655477,0.513542,1.007383,0.403518,0.633447,1.119737,101.036698,0.510437,0.344178,0.219628,0.250782,2.386814,6.687611,3.297198,3.043861,3.343011,2.473999,2.485676,2.794058,2.400422,3.718929,3
2.573343,8.624161,7.177942,5.798372,11.350427,0.530994,1.302797,0.389939,0.601274,1.072434,100.826473,0.549463,0.298518,0.232938,0.248801,1.463543,5.980537,2.602933,2.781316,3.741144,2.219025,2.179074,1.950285,2.219205,4.177376,3
1.962764,9.649559,7.276595,5.579929,12.009823,0.524914,1.555945,0.448591,0.574338,1.046752,100.606321,0.630574,0.253888,0.237601,0.24788,0.985739,5.248756,2.199532,2.644021,3.995536,2.315923,2.171128,1.467831,2.141777,4.507818,3
2.077598,10.669363,7.240793,5.711161,12.387979,0.505251,1.698965,0.566674,0.56745,1.045491,100.300526,0.748507,0.217919,0.231869,0.253345,0.9066,4.598372,1.989096,2.66829,4.073266,2.716018,2.432804,1.237562,2.128335,4.636899,3
2.616395,11.422056,6.834168,6.245199,12.263383,0.485263,1.69112,0.702452,0.587434,1.058186,99.812828,0.911994,0.198503,0.219989,0.269559,1.106103,4.07215,1.862819,2.823751,4.003193,3.284876,2.834224,1.104979,2.131661,4.571069,3
3.234702,11.6893,6.093766,7.293017,11.650094,0.479626,1.535001,0.801457,0.630255,1.070429,99.039504,1.111625,0.19748,0.208171,0.296162,1.443157,3.64448,1.805609,3.030919,3.852134,3.843985,3.191373,0.995514,2.139901,4.392484,3
3.708237,11.4329,5.295995,8.918508,11.022513,0.49068,1.279456,0.824163,0.681561,1.068047,98.130122,1.373097,0.216521,0.200836,0.327383,1.795256,3.288129,1.796958,3.163335,3.681999,4.270538,3.37155,0.926799,2.140651,4.201693,3
4.00661,1.730914,2.97006,4.509266,9.119372,0.359561,0.326504,0.318009,1.026632,1.061013,100.005281,1.931825,0.214069,0.187156,0.171762,2.316754,3.619851,1.66221,3.702224,1.871911,2.521243,2.664999,1.528851,3.551557,2.624166,4
4.091684,1.776894,3.131682,5.35496,8.720844,0.298653,0.359684,0.275059,0.963716,1.121917,99.184554,2.066601,0.272184,0.17914,0.179085,2.191895,3.541163,1.90503,3.801318,1.901138,2.614961,2.384371,1.675725,3.438652,2.836596,4
4.110449,2.058383,3.297708,6.366672,8.237802,0.237242,0.418522,0.277539,0.840363,1.210898,98.350399,2.255023,0.337135,0.160124,0.19549,2.27355,3.693274,2.234042,3.736173,1.925892,2.762128,2.110225,1.891341,3.204795,3.061465,4
4.065391,2.488062,3.332699,7.247569,7.780459,0.1935,0.496484,0.328021,0.721843,1.303857,97.659268,2.44816,0.393926,0.136671,0.216395,2.559863,3.974299,2.446875,3.540119,1.964178,2.936818,1.964885,2.04213,2.91481,3.287323,4
4.467992,2.914,3.245167,7.743752,7.506922,0.172548,0.580846,0.401019,0.678957,1.382196,97.304111,2.597743,0.434968,0.117345,0.237231,2.924686,4.24079,2.485493,3.270431,2.036701,3.81127,2.164149,2.152334,2.656039,3.524757,4
6.505935,3.222005,3.147968,7.700325,7.472515,0.177579,0.654773,0.459637,0.743946,1.437637,97.44874,2.679975,0.461018,0.10864,0.253228,3.23116,4.371402,2.415335,2.993172,2.161782,6.655021,2.991768,2.333056,2.493161,3.790524,4
11.153192,3.405559,3.148821,7.161078,7.625446,0.207535,0.707819,0.475299,0.886665,1.469929,98.018774,2.662576,0.473538,0.111066,0.261198,3.436449,4.34499,2.421067,2.765033,2.34728,12.407067,4.591781,2.714376,2.455217,4.083246,4
18.27707,3.60379,3.277662,6.3296,7.859948,0.256384,0.735213,0.442125,1.032162,1.481498,98.844481,2.562667,0.472744,0.11984,0.260155,3.583649,4.223449,2.666867,2.617927,2.580132,20.729792,6.822227,3.353345,2.536113,4.36239,4
26.264971,3.981121,3.448794,5.453447,8.164331,0.31218,0.732993,0.373646,1.103215,1.474866,99.768795,2.437339,0.459819,0.127353,0.252035,3.725303,4.073823,3.164088,2.556838,2.831038,29.682235,9.197838,4.165977,2.681231,4.561111,4
32.584234,4.619727,3.56113,4.760766,8.649608,0.362662,0.704413,0.299424,1.061369,1.447811,100.654574,2.320159,0.444843,0.128038,0.241163,3.91253,3.946566,3.749962,2.568125,3.066686,36.427693,11.050353,4.94829,2.812898,4.604091,4
35.072816,5.387063,3.60214,4.398453,9.401615,0.392316,0.654698,0.250839,0.918909,1.396958,101.47434,2.236897,0.438942,0.12103,0.232141,4.146349,3.831091,4.164925,2.625619,3.266936,38.593055,11.748,5.463178,2.865026,4.465706,4
32.897038,5.989928,3.616406,4.366867,10.368777,0.400873,0.596976,0.250418,0.725284,1.325568,102.205224,2.188974,0.446412,0.109771,0.22802,4.470155,3.704338,4.210361,2.679388,3.426114,35.508476,11.032127,5.551845,2.79146,4.192396,4
26.898406,6.19502,3.678012,4.601903,11.396022,0.401861,0.553057,0.303589,0.541017,1.245506,102.712438,2.137451,0.476197,0.099874,0.22928,4.968605,3.539655,3.826794,2.682703,3.536218,28.263804,9.153434,5.207566,2.592819,3.874885,4
19.196782,5.968972,3.845078,5.084264,12.340891,0.410893,0.54482,0.398079,0.407976,1.172885,102.921524,2.075898,0.521242,0.094876,0.233392,5.636567,3.2934,3.105983,2.615532,3.580147,19.49755,6.706851,4.551706,2.323841,3.600246,4
12.130313,5.368903,4.06929,5.821748,13.193605,0.440421,0.577764,0.508341,0.335995,1.12272,102.792032,2.022542,0.558071,0.095072,0.236612,6.354246,2.932494,2.282745,2.502896,3.53593,11.738129,4.351,3.767467,2.064073,3.401436,4
7.278629,4.562926,4.191739,6.764006,14.03088,0.490362,0.63568,0.608162,0.315391,1.09811,102.253427,1.983856,0.570092,0.099689,0.237186,6.90616,2.490505,1.598584,2.400425,3.389023,6.75803,2.568797,3.034423,1.876071,3.244646,4
4.887127,3.758966,4.049889,7.799161,14.900973,0.549848,0.690278,0.6796,0.34026,1.090956,101.387234,1.981968,0.557568,0.108237,0.236506,7.068043,2.05632,1.185323,2.39681,3.143136,4.694443,1.537561,2.476875,1.81168,3.07321,4
4.067187,3.169383,3.594347,8.740598,15.72392,0.598441,0.71516,0.712718,0.413912,1.089667,100.345607,2.008714,0.531064,0.121462,0.23704,6.698608,1.726186,1.058912,2.5607,2.841985,4.519615,1.136108,2.136073,1.90218,2.874707,4
3.723195,2.899864,2.999925,9.489307,16.305725,0.612375,0.699894,0.709249,0.534289,1.08577,99.276243,2.026877,0.508022,0.139728,0.239509,5.845957,1.569371,1.152902,2.902646,2.571411,4.917869,1.10038,1.994576,2.150935,2.704289,4
3.384976,2.893466,2.540493,10.159589,16.532721,0.580394,0.651742,0.683053,0.678632,1.078207,98.380633,2.03699,0.504884,0.162147,0.24189,4.705345,1.578541,1.362752,3.334525,2.417747,5.391092,1.212043,1.996945,2.513635,2.628829,4
3.072864,3.03157,2.442992,11.034004,16.578495,0.506684,0.587744,0.658132,0.803908,1.072204,97.773396,2.034728,0.522312,0.185102,0.240723,3.605474,1.700463,1.615297,3.710743,2.436217,5.901321,1.343553,2.064979,2.897394,2.694157,4
2.821949,3.23329,2.832945,12.391209,16.81525,0.409628,0.517337,0.652886,0.867909,1.070034,97.510716,2.011516,0.548517,0.202308,0.233672,2.834234,1.877674,1.894358,3.895886,2.619974,6.388367,1.435569,2.154583,3.194813,2.904606,4
2.693318,3.743657,3.810006,14.381491,17.601496,0.313903,0.442955,0.672899,0.849487,1.071283,97.746011,1.989571,0.564932,0.207142,0.222182,2.53088,2.097711,2.161525,3.830828,2.908118,6.74482,1.475815,2.217647,3.312991,3.220615,4
2.732714,5.177396,5.553709,17.061614,19.137245,0.242243,0.366756,0.716524,0.756123,1.074216,98.565306,1.961892,0.550023,0.196411,0.211851,2.674826,2.368097,2.36418,3.535341,3.203772,6.910825,1.474422,2.208169,3.198883,3.558011,4
2.913105,8.031158,8.140547,20.275113,21.209793,0.205273,0.294187,0.775334,0.62428,1.078832,99.865875,1.900914,0.50028,0.174165,0.20881,3.041284,2.685389,2.50829,3.126843,3.403424,6.778666,1.47547,2.141435,2.896954,3.810111,4
3.175147,12.166649,11.395767,23.525905,23.152557,0.204668,0.2399,0.83449,0.504002,1.087988,101.380565,1.802634,0.432123,0.150514,0.216228,3.431573,3.02863,2.692815,2.775931,3.437208,6.393608,1.5128,2.104692,2.531007,3.886386,4
3.477915,16.723672,14.708402,26.114414,24.18485,0.229974,0.217741,0.878011,0.434473,1.10361,102.757274,1.657484,0.358068,0.1347,0.232609,3.677415,3.355227,3.176771,2.618331,3.294002,5.872222,1.633802,2.283699,2.253695,3.744643,4
3.779844,20.338714,17.248504,27.382398,23.787927,0.263559,0.237175,0.897953,0.426996,1.123747,103.761403,1.466491,0.290215,0.131087,0.251622,3.717892,3.584313,4.245815,2.700516,3.013477,5.460376,1.847511,2.856737,2.177508,3.393807,4
4.120621,21.744466,18.392263,26.956017,21.955393,0.291502,0.292234,0.899886,0.470606,1.142151,104.372357,1.261058,0.240429,0.137899,0.26465,3.575937,3.657236,6.022973,2.960674,2.671366,5.307741,2.099973,3.886084,2.326645,2.910252,4
4.564698,20.409471,17.947149,24.890427,19.181384,0.307483,0.364963,0.896567,0.542608,1.14806,104.634822,1.059259,0.220433,0.148405,0.265002,3.423764,3.628535,8.292972,3.259933,2.345072,5.503684,2.327192,5.214703,2.620036,2.418003,4
5.122583,16.795228,16.006407,21.594743,16.142531,0.308717,0.434954,0.894815,0.627186,1.132607,104.710529,0.902888,0.229311,0.154724,0.251287,3.469242,3.637322,10.481662,3.456653,2.096413,5.896518,2.468102,6.477645,2.922292,2.052911,4
5.690139,12.149409,13.068539,17.835557,13.393661,0.296657,0.489148,0.889171,0.711465,1.095311,104.792526,0.847682,0.258771,0.151637,0.227798,3.798047,3.750024,11.91854,3.467656,1.960317,6.149173,2.46811,7.279132,3.11811,1.899312,4
6.183898,7.866512,9.986416,14.612715,11.210553,0.274463,0.5233,0.872869,0.780223,1.047488,104.872239,0.908251,0.30086,0.138454,0.201541,4.423108,3.891144,12.232269,3.299724,1.944581,6.106648,2.328529,7.437231,3.162712,1.952645,4
6.442966,4.809527,7.511837,12.834387,9.609262,0.248995,0.539706,0.839426,0.816901,1.005138,104.827961,1.077304,0.343466,0.11918,0.179167,5.237378,3.971485,11.524334,3.02977,2.030677,5.697014,2.125542,7.067978,3.088931,2.130955,4
6.429918,3.11444,6.115248,12.941756,8.485295,0.22557,0.54185,0.782282,0.811872,0.979728,104.510485,1.316325,0.375287,0.099458,0.164742,6.015394,3.974808,10.273066,2.751238,2.183388,5.003503,1.983324,6.483886,2.978303,2.315342,4
6.204145,2.360744,5.924356,14.570426,7.630723,0.207933,0.529936,0.704888,0.778813,0.973819,103.82992,1.545883,0.389923,0.085354,0.158768,6.568207,3.972849,9.05391,2.542997,2.364153,4.222315,1.984731,5.985989,2.906496,2.409206,4
5.857003,2.041886,6.63674,16.75202,6.876349,0.195478,0.501211,0.626682,0.746412,0.980705,102.934202,1.702092,0.387339,0.080349,0.159184,6.723978,4.125332,8.248971,2.443843,2.538903,3.532072,2.136072,5.709978,2.900734,2.379507,4
5.421997,1.97599,7.733163,18.432519,6.197572,0.187884,0.45599,0.560079,0.736055,0.99143,102.105961,1.760629,0.375525,0.084752,0.162442,6.473353,4.561076,7.872891,2.447328,2.684988,3.022663,2.363208,5.567733,2.928136,2.255344,4
